0,21.898000,0.011000
1,21.898000,0.011000
2,21.898000,0.011000
3,21.898000,0.011000
4,21.898000,0.011000
5,21.898000,0.011000
6,21.898000,0.011000
7,21.898000,0.011000
8,21.898000,0.011000
9,21.898000,0.011000
10,21.898000,0.011000
11,21.898000,0.011000
12,21.898000,0.011000
13,21.898000,0.011000
14,21.898000,0.011000
15,21.898000,0.011000
16,21.898000,0.011000
17,21.898000,0.011000
18,21.898000,0.011000
19,21.898000,0.011000
20,21.898000,0.011000
21,21.898000,0.011000
22,21.898000,0.011000
23,21.898000,0.011000
24,21.898000,0.011000
25,21.898000,0.011000
26,21.898000,0.011000
27,21.898000,0.014000
28,21.898000,0.014000
29,21.898000,0.011000
30,21.898000,0.011000
31,21.898000,0.011000
32,21.898000,0.011000
33,21.898000,0.011000
34,21.898000,0.011000
35,21.898000,0.011000
36,21.898000,0.011000
37,21.898000,0.011000
38,21.898000,0.011000
39,21.898000,0.011000
40,21.898000,0.011000
41,21.898000,0.011000
42,21.898000,0.011000
43,21.898000,0.011000
44,21.898000,0.011000
